Date,LogReturn
11/23/2006,-0.001073216
11/24/2006,-0.000298587
11/27/2006,-0.000418367
11/28/2006,0.001015335
11/29/2006,-0.000895761
11/30/2006,-0.00173706
01/12/2006,-0.002528125
04/12/2006,-0.001148528
05/12/2006,-0.001030211
06/12/2006,-0.00243371
07/12/2006,-0.001773007
08/12/2006,0.001467832
11/12/2006,-0.000183208
12/12/2006,-0.001407168
12/13/2006,0.000122544
12/14/2006,0.001101339
12/15/2006,-0.000574795
12/18/2006,0.000635899
12/19/2006,0.000976492
12/20/2006,-0.000793232
12/21/2006,-0.001039495
12/22/2006,-0.000833391
12/26/2006,-0.000208598
12/27/2006,-0.0000614
12/28/2006,-0.000946216
12/29/2006,0.000147598
03/01/2007,-0.002281061
04/01/2007,0.000432472
05/01/2007,-0.000185292
08/01/2007,0.000617334
09/01/2007,-0.00166882
10/01/2007,0.001175023
11/01/2007,-0.000123537
12/01/2007,0.000432226
01/15/2007,-0.001446557
01/16/2007,-0.000284934
01/17/2007,-0.00024792
01/18/2007,-0.000062
01/19/2007,0
01/22/2007,0.000309923
01/23/2007,-0.000123942
01/24/2007,-0.000247991
01/25/2007,-0.000148863
01/26/2007,0.000496011
01/29/2007,0
01/30/2007,-0.000223135
01/31/2007,-0.000124013
02/02/2007,-0.000124049
05/02/2007,0
06/02/2007,-0.000558658
07/02/2007,-0.000310676
08/02/2007,0.000248559
09/02/2007,-0.000248559
12/02/2007,0.000186432
02/13/2007,0.000248452
02/14/2007,0.00024831
02/15/2007,-0.00031041
02/16/2007,-0.000497118
02/21/2007,0.000310765
02/22/2007,-0.0000621
02/23/2007,0.0000994
02/26/2007,-0.000497289
02/27/2007,0.0000871
02/28/2007,0.001737677
01/03/2007,-0.000123889
02/03/2007,0.001113735
05/03/2007,0.000160637
06/03/2007,0.0000865
07/03/2007,-0.00074175
08/03/2007,0.000185556
09/03/2007,-0.00061883
12/03/2007,-0.000743761
03/13/2007,0.000223262
03/14/2007,0.001880762
03/15/2007,-0.001050738
03/16/2007,0.000470056
03/19/2007,-0.001089327
03/20/2007,-0.000930565
03/21/2007,-0.001867133
03/22/2007,-0.002188516
03/23/2007,0.000689008
03/26/2007,-0.001969707
03/27/2007,-0.000226398
03/28/2007,0.001068067
03/29/2007,0
03/30/2007,-0.00056512
02/04/2007,-0.000251401
03/04/2007,0.001130158
04/04/2007,-0.000753112
05/04/2007,-0.000377046
06/04/2007,-0.000591365
09/04/2007,-0.000352686
10/04/2007,0.000314912
11/04/2007,-0.000125937
12/04/2007,0.000440621
04/13/2007,-0.001234866
04/16/2007,-0.000530305
04/17/2007,-0.00029068
04/18/2007,-0.000531309
04/19/2007,-0.000760142
04/20/2007,-0.00012682
04/23/2007,-0.000126857
04/24/2007,0.000126857
04/25/2007,-0.000444161
04/27/2007,0.000101563
04/30/2007,0.000215742
03/05/2007,-0.0000888
04/05/2007,-0.000291971
07/05/2007,-0.000127005
08/05/2007,-0.000635584
09/05/2007,-0.000636516
10/05/2007,-0.000930991
11/05/2007,0.000778089
05/14/2007,-0.000803623
05/15/2007,0.0000766
05/16/2007,-0.000102136
05/17/2007,-0.0000766
05/18/2007,0.000102154
05/21/2007,-0.001214632
05/22/2007,0
05/23/2007,-0.000512442
05/24/2007,-0.000320584
05/25/2007,0.000640931
05/28/2007,-0.000320347
05/29/2007,-0.000153851
05/30/2007,0.001561613
05/31/2007,0.000702174
01/06/2007,-0.000829964
04/06/2007,-0.000383596
05/06/2007,0.000575267
06/06/2007,0.00216638
07/06/2007,0.002282096
08/06/2007,0.002333058
11/06/2007,0.000628411
12/06/2007,0.000188346
06/13/2007,0.001253557
06/14/2007,-0.0007517
06/15/2007,-0.00056463
06/18/2007,-0.002808939
06/19/2007,-0.000404571
06/20/2007,-0.000189773
06/21/2007,0.001956996
06/22/2007,0.000591673
06/25/2007,0.001042905
06/26/2007,0.000564385
06/27/2007,0.002935488
06/28/2007,-0.002309253
06/29/2007,-0.001944278
02/07/2007,-0.001132943
03/07/2007,-0.000693812
04/07/2007,0.001386517
05/07/2007,0.000565938
06/07/2007,-0.00050302
09/07/2007,-0.001512564
10/07/2007,-0.000758262
11/07/2007,0.002082043
12/07/2007,0.000440365
07/13/2007,-0.000944187
07/16/2007,-0.000189084
07/17/2007,0.000126065
07/18/2007,0.000629777
07/19/2007,-0.000970237
07/20/2007,-0.001934331
07/23/2007,-0.00126894
07/24/2007,-0.001974214
07/25/2007,0.001847116
07/26/2007,0.00158606
07/27/2007,0.004285006
07/30/2007,0.000751808
07/31/2007,-0.001881967
01/08/2007,0.002194836
02/08/2007,0.000375146
03/08/2007,-0.001314433
06/08/2007,0.001164413
07/08/2007,-0.001101731
08/08/2007,-0.000188074
09/08/2007,-0.001130158
10/08/2007,0.0028199
08/13/2007,-0.000187425
08/14/2007,0.000124959
08/15/2007,0.001994467
08/16/2007,0.00198535
08/17/2007,0.001322656
08/20/2007,-0.002214941
08/21/2007,-0.000657994
08/22/2007,0.000372572
08/23/2007,-0.003777744
08/24/2007,0.002659069
08/27/2007,-0.001396166
08/28/2007,0.002266496
08/29/2007,0.000955353
08/30/2007,-0.0000868
03/09/2007,-0.000769234
04/09/2007,0.000855997
05/09/2007,0.000346881
06/09/2007,0.000247602
07/09/2007,-0.000867226
10/09/2007,0.001670961
11/09/2007,0.00022231
12/09/2007,-0.00152139
09/13/2007,-0.001862595
09/14/2007,-0.001271143
09/17/2007,0.000623574
09/18/2007,0.000834188
09/19/2007,-0.004538855
09/20/2007,-0.001157918
09/21/2007,-0.000163868
09/24/2007,-0.001578818
09/25/2007,0.000417366
09/26/2007,-0.001202594
09/27/2007,-0.000888258
09/28/2007,-0.000254122
01/10/2007,-0.0028052
02/10/2007,0.000447496
03/10/2007,0.001276024
04/10/2007,0.001653246
05/10/2007,-0.00203566
08/10/2007,-0.002199029
09/10/2007,0.00168862
10/10/2007,-0.001919395
11/10/2007,-0.001155722
12/10/2007,-0.000707792
10/16/2007,0.001606952
10/17/2007,0.000256562
10/18/2007,-0.001799122
10/19/2007,-0.001354249
10/22/2007,0.001997649
10/23/2007,0.0000643
10/24/2007,-0.001029744
10/25/2007,-0.001096785
10/26/2007,-0.001553133
10/29/2007,-0.001064511
10/30/2007,0.000740242
10/31/2007,-0.000675258
01/11/2007,-0.001471017
02/11/2007,0.001756831
05/11/2007,0.000519181
06/11/2007,0.000583337
07/11/2007,-0.002663794
09/11/2007,-0.001305365
12/11/2007,0.00228182
11/13/2007,0.001687339
11/14/2007,-0.001427321
11/15/2007,0.00259165
11/16/2007,0.002768882
11/19/2007,-0.002123379
11/20/2007,0.001738081
11/21/2007,-0.001673584
11/22/2007,0.001994689
11/23/2007,-0.001028373
11/26/2007,-0.002452189
11/27/2007,0.001743768
11/28/2007,0.000837101
11/29/2007,-0.000514948
11/30/2007,-0.001677811
03/12/2007,0.00032316
04/12/2007,-0.001034959
05/12/2007,-0.001297177
06/12/2007,0
07/12/2007,-0.001496559
10/12/2007,-0.00091348
11/12/2007,-0.001242805
12/12/2007,0.001242805
12/13/2007,-0.001636009
12/14/2007,0.000524194
12/17/2007,0.001894916
12/18/2007,0.002470544
12/19/2007,-0.000259396
12/21/2007,0.000324221
12/24/2007,-0.001558475
12/26/2007,0.000325144
12/27/2007,-0.000195057
12/28/2007,-0.001890082
12/31/2007,-0.00235781
02/01/2008,0.00032824
03/01/2008,-0.00032824
04/01/2008,-0.003031506
07/01/2008,-0.000132286
08/01/2008,-0.00139144
09/01/2008,0.0000664
11/01/2008,-0.002128573
01/14/2008,0.000199997
01/15/2008,-0.000199997
01/16/2008,0.000199997
01/17/2008,0.00305515
01/18/2008,0.000132346
01/21/2008,-0.001325282
01/22/2008,0.003766442
01/24/2008,-0.004164817
01/25/2008,-0.003534936
01/28/2008,0.000133918
01/29/2008,-0.000938291
01/30/2008,0.000402373
01/31/2008,-0.000469471
04/02/2008,-0.000873224
05/02/2008,0.000336063
06/02/2008,-0.0000672
11/02/2008,0.000805617
12/02/2008,0.000871068
02/13/2008,-0.001206561
02/14/2008,0.000402559
02/15/2008,-0.001007099
02/18/2008,-0.001279021
02/19/2008,0
02/20/2008,-0.0000674
02/21/2008,0.0000674
02/22/2008,-0.000661181
02/25/2008,0.000054
02/26/2008,-0.000405251
02/27/2008,-0.001421366
02/28/2008,-0.000271265
02/29/2008,-0.001631155
03/03/2008,0.001495459
04/03/2008,-0.001291229
05/03/2008,-0.001226821
06/03/2008,-0.001778216
07/03/2008,0.000684791
10/03/2008,0.003815004
11/03/2008,0
12/03/2008,-0.002448652
03/13/2008,-0.00287432
03/14/2008,0.000823177
03/17/2008,0.002936972
03/18/2008,-0.001295283
03/19/2008,-0.001778776
03/21/2008,0.003618288
03/24/2008,0.000747203
03/25/2008,0.0000679
03/26/2008,-0.002654578
03/27/2008,0.002111371
03/28/2008,0.001627589
03/31/2008,-0.002784166
01/04/2008,-0.001023073
02/04/2008,0.001023073
03/04/2008,0.000272413
04/04/2008,0.000476312
07/04/2008,-0.000748725
08/04/2008,-0.0000681
09/04/2008,-0.000477209
10/04/2008,-0.004249759
11/04/2008,0
04/14/2008,0.001238091
04/15/2008,0.000137348
04/16/2008,0.0000687
04/17/2008,-0.001650789
04/18/2008,-0.00055166
04/21/2008,-0.000414206
04/22/2008,-0.000276357
04/23/2008,-0.001453765
04/24/2008,0.000485129
04/25/2008,0.002004068
04/28/2008,0.000826572
04/29/2008,-0.000275349
04/30/2008,0.00061929
02/05/2008,0.00054974
05/05/2008,0.000205973
06/05/2008,-0.002133115
07/05/2008,0.000551485
08/05/2008,0.007580456
09/05/2008,0.000135379
12/05/2008,0.001013996
05/13/2008,0.000337473
05/14/2008,0.004296657
05/15/2008,0.002929485
05/16/2008,-0.002528844
05/20/2008,0
05/21/2008,-0.003148289
05/22/2008,-0.002494596
05/23/2008,0.000675629
05/26/2008,0.00080937
05/27/2008,0.003489945
05/28/2008,-0.000802886
05/29/2008,-0.000469037
05/30/2008,0.000602954
02/06/2008,-0.002416856
03/06/2008,0
04/06/2008,0.001008658
05/06/2008,0.003611895
06/06/2008,-0.000199875
09/06/2008,0.000665892
10/06/2008,0.000797725
11/06/2008,0.000265583
12/06/2008,0.00030522
06/13/2008,0.0000265
06/16/2008,0
06/17/2008,-0.002460975
06/18/2008,-0.001737715
06/19/2008,0.00240422
06/20/2008,-0.000266479
06/23/2008,0.000732425
06/24/2008,0.000199538
06/25/2008,-0.000199538
06/26/2008,-0.000999068
06/27/2008,0.00106559
06/30/2008,0.00026599
01/07/2008,-0.0000665
02/07/2008,0.001062495
03/07/2008,-0.001062495
04/07/2008,0.000199416
07/07/2008,-0.000199416
08/07/2008,-0.000865195
09/07/2008,-0.00093368
10/07/2008,-0.00133732
11/07/2008,0.000535422
07/14/2008,-0.001406894
07/15/2008,-0.002895083
07/16/2008,0.001214244
07/17/2008,0.000673116
07/18/2008,0.001879194
07/21/2008,-0.000804373
07/22/2008,0.000670415
07/23/2008,0
07/24/2008,0.000267876
07/25/2008,0.001069856
07/28/2008,0.001706307
07/29/2008,-0.000705705
07/30/2008,0.00046616
07/31/2008,0.0000666
01/08/2008,-0.000199691
04/08/2008,0.000532305
05/08/2008,0.000465232
06/08/2008,0.000995252
07/08/2008,0.000992976
08/08/2008,0.001649932
11/08/2008,0.002561442
12/08/2008,0.002285938
08/13/2008,-0.002154988
08/14/2008,0.001763966
08/15/2008,0.001432027
08/18/2008,-0.00078052
08/19/2008,0.000195262
08/20/2008,-0.000716389
08/21/2008,0.001431598
08/22/2008,-0.00025994
08/25/2008,0.003496128
08/26/2008,0.002892094
08/27/2008,-0.00224774
08/28/2008,0.00045048
08/29/2008,0.0017332
02/09/2008,0.004271261
03/09/2008,0.002088415
04/09/2008,-0.001327829
05/09/2008,0.003657504
08/09/2008,-0.004989405
09/09/2008,0.004298103
10/09/2008,0.000754093
11/09/2008,0.00131652
12/09/2008,-0.001442111
09/15/2008,-0.001257914
09/16/2008,0.000629412
09/17/2008,-0.000692404
09/18/2008,0.001572052
09/19/2008,0.000313729
09/22/2008,-0.00561854
09/23/2008,-0.002038048
09/24/2008,0.002419119
09/25/2008,0.001014559
09/26/2008,0.00056965
09/29/2008,0.00107397
09/30/2008,0.002014415
03/10/2008,0.002317579
06/10/2008,0.000873707
07/10/2008,-0.0000623
08/10/2008,0.001990753
09/10/2008,0.000496266
10/10/2008,0.001114529
10/13/2008,-0.000148439
10/14/2008,-0.002456592
10/15/2008,0.002357604
10/16/2008,0.001852268
10/17/2008,0.0000616
10/20/2008,-0.000246478
10/21/2008,0.000308076
10/22/2008,0.001721198
10/23/2008,0.003908738
10/24/2008,0.000425392
10/28/2008,0.002120731
10/29/2008,-0.002363761
10/30/2008,-0.00249893
10/31/2008,0.001220786
03/11/2008,-0.005088848
04/11/2008,0.002521221
05/11/2008,-0.002582897
06/11/2008,0.002766804
07/11/2008,0.001224055
10/11/2008,-0.001776008
11/11/2008,0.004760442
12/11/2008,0.001393816
11/13/2008,0.000906606
11/14/2008,-0.000604194
11/17/2008,0.000604194
11/18/2008,0.000386243
11/19/2008,0.001180738
11/20/2008,0.001741143
11/21/2008,0.000538938
11/24/2008,0.000179498
11/25/2008,-0.0010781
11/26/2008,0.0000959
11/27/2008,-0.000215894
11/28/2008,-0.000300031
01/12/2008,0.001318588
02/12/2008,0.001374256
03/12/2008,0
04/12/2008,-0.000453621
05/12/2008,0.00015524
09/12/2008,-0.000956201
10/12/2008,-0.001438261
11/12/2008,-0.00361663
12/12/2008,-0.004624729
12/15/2008,0.002196801
12/16/2008,-0.001585463
12/17/2008,-0.002819308
12/18/2008,-0.005943396
12/19/2008,-0.001999345
12/22/2008,0.001562774
12/23/2008,0.000561225
12/24/2008,-0.001248153
12/26/2008,0.000624525
12/30/2008,0.000374284
12/31/2008,-0.002313242
02/01/2009,0.000939286
05/01/2009,0.000999671
06/01/2009,0.002365037
07/01/2009,-0.000124155
08/01/2009,0.003893935
09/01/2009,0.001658201
12/01/2009,0.003966187
01/13/2009,0.000303596
01/14/2009,-0.000485856
01/15/2009,0.002363431
01/16/2009,-0.001574191
01/19/2009,-0.001214811
01/20/2009,0.004297284
01/21/2009,0.000601849
01/22/2009,0.00012027
01/23/2009,0.00150057
01/28/2009,-0.001741143
01/29/2009,-0.001144545
01/30/2009,0.001024209
03/02/2009,0.00108183
04/02/2009,-0.000600684
05/02/2009,0.001080634
06/02/2009,-0.00168215
10/02/2009,-0.001809563
11/02/2009,0.002471185
12/02/2009,-0.000300612
02/13/2009,0.000661072
02/16/2009,0
02/17/2009,0.001977201
02/18/2009,0.002859955
02/19/2009,0.000296832
02/20/2009,0.001244483
02/23/2009,-0.000592166
02/24/2009,0.000710502
02/25/2009,-0.000236705
02/26/2009,0.000591521
02/27/2009,0.00224046
02/03/2009,0.003864064
03/03/2009,-0.001927734
04/03/2009,0.001110952
05/03/2009,0.000116777
06/03/2009,0.0000584
10/03/2009,-0.002165186
11/03/2009,-0.00105725
12/03/2009,-0.000352989
03/13/2009,0.000705692
03/16/2009,0.000117504
03/17/2009,-0.002828906
03/18/2009,-0.000769344
03/19/2009,-0.001245672
03/20/2009,-0.001308834
03/23/2009,0.000238263
03/24/2009,-0.002867824
03/25/2009,0.000958047
03/26/2009,-0.000179473
03/27/2009,-0.001738739
03/30/2009,0.00251592
03/31/2009,0.001371614
01/04/2009,0.0002381
02/04/2009,-0.002446736
03/04/2009,-0.004935218
06/04/2009,-0.004257823
07/04/2009,0.003652112
08/04/2009,0.005959641
09/04/2009,-0.00185737
10/04/2009,0
04/13/2009,-0.00006
04/14/2009,-0.002469129
04/15/2009,0.002649247
04/16/2009,-0.00361663
04/17/2009,0.001872352
04/20/2009,0.003242363
04/21/2009,0.002148205
04/22/2009,-0.000774515
04/23/2009,0
04/24/2009,-0.005641826
04/27/2009,0.000965502
04/28/2009,0.001864573
04/29/2009,-0.002286716
04/30/2009,-0.004609873
04/05/2009,-0.003858787
05/05/2009,-0.00147908
06/05/2009,0.002830493
07/05/2009,-0.002521935
08/05/2009,0.001539507
11/05/2009,-0.00389006
12/05/2009,0.002658891
05/13/2009,-0.001482024
05/14/2009,0.005165109
05/15/2009,-0.001162934
05/18/2009,0.002992829
05/19/2009,-0.003299383
05/20/2009,0.000919012
05/21/2009,-0.002516589
05/22/2009,-0.00383349
05/25/2009,-0.001119316
05/26/2009,0.00049783
05/27/2009,-0.000311077
05/28/2009,0.004211674
05/29/2009,-0.001914963
01/06/2009,-0.002545732
02/06/2009,-0.000311479
03/06/2009,-0.00087333
04/06/2009,0.002242168
05/06/2009,-0.000124262
08/06/2009,0.002231288
09/06/2009,0.000741222
10/06/2009,-0.000617597
11/06/2009,-0.000742278
12/06/2009,-0.000309657
06/15/2009,0.002286254
06/16/2009,0.001476566
06/17/2009,-0.000614626
06/18/2009,-0.000615497
06/19/2009,0.001352943
06/22/2009,0.0004296
06/23/2009,0.001102737
06/24/2009,-0.001532337
06/25/2009,-0.000430025
06/26/2009,0.000552811
06/29/2009,-0.000368463
06/30/2009,-0.001476984
01/07/2009,-0.000123309
02/07/2009,-0.000678826
03/07/2009,0.001110255
06/07/2009,0.001414541
07/07/2009,0.0004296
08/07/2009,0.002873501
09/07/2009,0.001399283
10/07/2009,-0.000486196
07/13/2009,0.002062584
07/14/2009,-0.0000605
07/15/2009,-0.00200206
07/16/2009,-0.000243302
07/17/2009,0.000911681
07/20/2009,-0.002557546
07/21/2009,-0.001897421
07/22/2009,0.00134741
07/23/2009,-0.001163426
07/24/2009,-0.000490798
07/27/2009,-0.001537327
07/28/2009,-0.000493096
07/29/2009,0.0000617
07/30/2009,0.002275569
07/31/2009,-0.002460599
03/08/2009,-0.001235547
04/08/2009,-0.002232881
05/08/2009,-0.000435508
06/08/2009,0.000808453
07/08/2009,0.000930964
10/08/2009,0.000123978
11/08/2009,0.001361426
12/08/2009,0.001233967
08/13/2009,-0.00073996
08/14/2009,-0.000246934
08/17/2009,0.002585827
08/18/2009,0.000552108
08/19/2009,-0.000552108
08/20/2009,-0.000491353
08/21/2009,-0.000491909
08/24/2009,-0.002467939
08/25/2009,0.000371086
08/26/2009,0.001665975
08/27/2009,0.001045678
08/28/2009,-0.001045678
01/09/2009,0.00061541
02/09/2009,0.001289529
03/09/2009,-0.00098215
04/09/2009,-0.00036888
07/09/2009,-0.00160211
08/09/2009,-0.000741433
09/09/2009,-0.002020641
10/09/2009,-0.000273446
11/09/2009,-0.000248737
09/14/2009,0.000994094
09/15/2009,0.000496195
09/16/2009,-0.001428091
09/17/2009,-0.002932958
09/18/2009,0.00137534
09/23/2009,-0.002064647
09/24/2009,0.001752452
09/25/2009,-0.0000625
09/28/2009,0
09/29/2009,0.001434449
09/30/2009,-0.0016219
01/10/2009,-0.001126413
02/10/2009,0.00093888
05/10/2009,-0.00093888
06/10/2009,-0.003081231
07/10/2009,-0.001453865
08/10/2009,-0.004774964
09/10/2009,-0.000128054
12/10/2009,0.002171796
10/13/2009,-0.002363948
10/14/2009,-0.002119297
10/15/2009,-0.003295756
10/16/2009,0.002458033
10/19/2009,0.002059186
10/20/2009,-0.003092453
10/21/2009,0.003926216
10/22/2009,0.000320253
10/23/2009,-0.001218218
10/26/2009,-0.000321152
10/27/2009,0.002434823
10/28/2009,0.002039843
10/29/2009,0.002789231
10/30/2009,-0.003680484
02/11/2009,0.002541599
03/11/2009,-0.001141879
04/11/2009,0.000507873
05/11/2009,-0.0000635
06/11/2009,-0.001882378
09/11/2009,-0.003224024
10/11/2009,-0.000513958
11/11/2009,0.001091435
12/11/2009,-0.000705909
11/13/2009,0
11/16/2009,-0.002576658
11/17/2009,0.000645599
11/18/2009,0.000515789
11/19/2009,0.001351039
11/20/2009,0.001922795
11/23/2009,-0.001922795
11/24/2009,0.000834256
11/25/2009,-0.001194123
11/26/2009,-0.00009
11/30/2009,0.001348243
01/12/2009,0.000384445
02/12/2009,-0.001642675
03/12/2009,-0.000282962
04/12/2009,0.000963885
07/12/2009,0.001281862
08/12/2009,-0.00057637
09/12/2009,0.001726819
10/12/2009,-0.00070269
11/12/2009,0.000447298
12/14/2009,0.001402802
12/15/2009,-0.000637076
12/16/2009,0.002352527
12/17/2009,0.001329571
12/21/2009,0.000189607
12/22/2009,0.000126359
12/23/2009,0.0000632
12/24/2009,-0.000821869
12/28/2009,-0.000760031
12/29/2009,0.00145556
12/30/2009,-0.000695529
12/31/2009,-0.000886833
04/01/2010,-0.000634562
05/01/2010,-0.003955118
06/01/2010,-0.000128186
07/01/2010,-0.002184972
08/01/2010,0.001029592
11/01/2010,-0.005823464
12/01/2010,0.001820126
01/13/2010,0.000259396
01/14/2010,-0.002144668
01/15/2010,0.000911153
01/18/2010,0.00038991
01/19/2010,-0.00078017
01/20/2010,0.002077347
01/21/2010,0.002325199
01/22/2010,0.003081026
01/25/2010,0.001341106
01/26/2010,0.0000638
01/27/2010,0.001908431
01/28/2010,-0.00133502
01/29/2010,0.000318234
02/02/2010,0.001207169
03/02/2010,-0.001652762
04/02/2010,0.001017828
05/02/2010,0.003039251
08/02/2010,0
09/02/2010,-0.000126212
10/02/2010,-0.001074283
11/02/2010,-0.001457684
12/02/2010,0.0000635
02/17/2010,-0.004209673
02/18/2010,0.001343873
02/19/2010,0.001658101
02/22/2010,-0.001913757
02/23/2010,0.000319546
02/24/2010,0.000383145
02/25/2010,0.000892692
01/03/2010,-0.002491363
02/03/2010,-0.000384558
03/03/2010,-0.001606002
04/03/2010,-0.000321914
05/03/2010,-0.000580048
08/03/2010,-0.00310674
09/03/2010,-0.00038991
10/03/2010,-0.00202013
11/03/2010,-0.000392081
12/03/2010,-0.001676865
03/15/2010,0.001349861
03/16/2010,0.000588431
03/17/2010,-0.002489927
03/18/2010,-0.000197183
03/19/2010,0.000197183
03/22/2010,0.002097728
03/23/2010,-0.000392553
03/24/2010,-0.000392908
03/25/2010,0.001569504
