Date,Monthly_Volatility_Avg
2011-07-31,0.18362628925276878
2011-08-31,0.16285860676840588
2011-09-30,0.22805911454927885
2011-10-31,0.2788251609723988
2011-11-30,0.23351006517820075
2011-12-31,0.23821150819980316
2012-01-31,0.2076225168670798
2012-02-29,0.2222522478649048
2012-03-31,0.2018419565828891
2012-04-30,0.15994909554230635
2012-05-31,0.17212786391767673
2012-06-30,0.19285548526644625
2012-07-31,0.1580554979861209
2012-08-31,0.1721688079581013
2012-09-30,0.17049659087255975
2012-10-31,0.16577573864441653
2012-11-30,0.13653489195519794
2012-12-31,0.14134781442542688
2013-01-31,0.1482327005172251
2013-02-28,0.1864618485807032
2013-03-31,0.1702675323722776
2013-04-30,0.1740775142746565
2013-05-31,0.16170718868189332
2013-06-30,0.2532962050750032
2013-07-31,0.20028957481371337
2013-08-31,0.18572828155777724
2013-09-30,0.25205839831114696
2013-10-31,0.29867698383971997
2013-11-30,0.2256688406390281
2013-12-31,0.17429074443874043
2014-01-31,0.2046798593930334
2014-02-28,0.18790501631267825
2014-03-31,0.16601785828316504
2014-04-30,0.16292616427419548
2014-05-31,0.15169910564788877
2014-06-30,0.13644476998279897
2014-07-31,0.14452812215453392
2014-08-31,0.16867120082876186
2014-09-30,0.22930488238412086
2014-10-31,0.19643465564813067
2014-11-30,0.16922569203194665
2014-12-31,0.1394044118430475
2015-01-31,0.24234753685538638
2015-02-28,0.2701069563745794
2015-03-31,0.2537291432257233
2015-04-30,0.3277855685364525
2015-05-31,0.2939978948933563
2015-06-30,0.2595631718424873
2015-07-31,0.2082098231859244
2015-08-31,0.2797151006686114
2015-09-30,0.3216728263937985
2015-10-31,0.3383570648250129
2015-11-30,0.3010852286894785
2015-12-31,0.3051793150039863
2016-01-31,0.23727733708168156
2016-02-29,0.3449696481299493
2016-03-31,0.31542024359401233
2016-04-30,0.3561736309056458
2016-05-31,0.2521546908585989
2016-06-30,0.23838403188438712
2016-07-31,0.2876609466908215
2016-08-31,0.22368445594222827
2016-09-30,0.20410178688777142
2016-10-31,0.2559563006786748
2016-11-30,0.2810501552650003
2016-12-31,0.21063884425706628
2017-01-31,0.11922441442877217
2017-02-28,0.09625072000051159
2017-03-31,0.08732433467378233
2017-04-30,0.09732852017271543
2017-05-31,0.13630270858348734
2017-06-30,0.13876815203583734
2017-07-31,0.119047310800861
2017-08-31,0.10054905421048173
2017-09-30,0.08945146845696973
2017-10-31,0.09920546168764777
2017-11-30,0.10168023449623279
2017-12-31,0.11217035942387875
2018-01-31,0.12157728639839277
2018-02-28,0.16405407186534804
2018-03-31,0.149901755755089
2018-04-30,0.13494443525652916
2018-05-31,0.11081878040106036
2018-06-30,0.10281813737165675
2018-07-31,0.08823715770287595
2018-08-31,0.10339106835360504
2018-09-30,0.11105970626997422
2018-10-31,0.09587570399732397
2018-11-30,0.09838212030953111
2018-12-31,0.09214597956568564
2019-01-31,0.10833233271330485
2019-02-28,0.11961237750049891
2019-03-31,0.10737040850125823
2019-04-30,0.10712550668061636
2019-05-31,0.10720062364433261
2019-06-30,0.11395647969567106
2019-07-31,0.12297324486847047
2019-08-31,0.10788909543258274
2019-09-30,0.11386823887591507
2019-10-31,0.10992726361984165
2019-11-30,0.10438538371254703
2019-12-31,0.09440295837787878
2020-01-31,0.14813175115486094
2020-02-29,0.1678106089188784
2020-03-31,0.21349896501391197
2020-04-30,0.28907642623410157
2020-05-31,0.19524293747475674
2020-06-30,0.13506224915710785
2020-07-31,0.11867028624794389
2020-08-31,0.11220948807663397
2020-09-30,0.13734991405438332
2020-10-31,0.14015955807285072
2020-11-30,0.11557920761162513
2020-12-31,0.13523448402719307
2021-01-31,0.1486000327162145
2021-02-28,0.12365263558045529
2021-03-31,0.09358123870664133
2021-04-30,0.10120096873724235
2021-05-31,0.10272112430576119
2021-06-30,0.08990475216906675
2021-07-31,0.09859924725193742
2021-08-31,0.12969276201678498
2021-09-30,0.13647197877583617
2021-10-31,0.1033715470348784
2021-11-30,0.11032332588654496
2021-12-31,0.1299734364563251
2022-01-31,0.13405026258555414
2022-02-28,0.10636333008731003
2022-03-31,0.09497919864353609
2022-04-30,0.11424412946847702
2022-05-31,0.1285609327225861
2022-06-30,0.1236098540191586
2022-07-31,0.10079994196165076
2022-08-31,0.0815639153956651
2022-09-30,0.09926487015026042
2022-10-31,0.11050792247873771
2022-11-30,0.18065126396130116
2022-12-31,0.2236976910704084
2023-01-31,0.18376657242363087
2023-02-28,0.20053959716845637
2023-03-31,0.196153841610776
2023-04-30,0.1882496018570047
2023-05-31,0.17194466359759458
2023-06-30,0.18678514176815675
2023-07-31,0.2022641241354685
2023-08-31,0.19197505346785323
2023-09-30,0.12458250111265426
2023-10-31,0.1295353032379457
2023-11-30,0.16150298750558026
2023-12-31,0.17417667501816964
2024-01-31,0.21523630057440526
2024-02-29,0.1480333195115899
2024-03-31,0.17575770108551056
2024-04-30,0.16555264991835217
2024-05-31,0.213411698030468
2024-06-30,0.17149422856181298
2024-07-31,0.14123622801091387
2024-08-31,0.17986968972396042
2024-09-30,0.2038155467042487
2024-10-31,0.2115580580006123
2024-11-30,0.17230109992601333
2024-12-31,0.15876827447412595
2025-01-31,0.1744806494112729
2025-02-28,0.2035449513571828
2025-03-31,0.19235316502248953
2025-04-30,0.18288557863803004
2025-05-31,0.2642514449956152
2025-06-30,0.21688006977007965
2025-07-31,0.1545902354346349
2025-08-31,0.14998953409241064
2025-09-30,0.16742684473631125
